OBJECTID,CaseObjectID,AppliedDate,Fee,IssuedDate,ParcelNo,PropertyAddress,Status,Valuation,WorkDescription,BuildingUseCode,PermitNumber,PermitType,PermitSubType
9416299,43014,2019/04/01 08:00:00+00,2375,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0009,ZNG-ZONING,ZNG-MALLVN
9416300,43013,2019/04/01 08:00:00+00,2095,,530060000,412  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0008,ZNG-ZONING,ZNG-MALLVN
9416301,43012,2019/04/01 08:00:00+00,2095,,280047000,406 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0007,ZNG-ZONING,ZNG-MALLVN
9416302,43011,2019/03/28 08:00:00+00,4125,,530061000,415 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0006,ZNG-ZONING,ZNG-MALLVN
9416303,43010,2019/03/27 08:00:00+00,4045,,530059000,401 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0005,ZNG-ZONING,ZNG-MALLVN
9416304,43009,2019/03/27 08:00:00+00,1700,,280016000,118-120 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0004,ZNG-ZONING,ZNG-MALLVN
9416305,43008,2019/03/26 08:00:00+00,2125,,530061000,415-417 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0003,ZNG-ZONING,ZNG-MALLVN
9416306,43007,2019/01/29 10:00:00+00,1875,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0002,ZNG-ZONING,ZNG-MALLVN
9416307,43006,2019/01/29 10:00:00+00,6500,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0001,ZNG-ZONING,ZNG-MALLVN
9416308,43005,2018/08/30 08:00:00+00,1190,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0043,ZNG-ZONING,ZNG-MALLVN
9416309,43004,2018/06/25 08:00:00+00,0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0042,ZNG-ZONING,ZNG-MALLVN
9416310,43003,2018/06/13 08:00:00+00,2625,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0041,ZNG-ZONING,ZNG-MALLVN
9416312,43001,2018/06/06 08:00:00+00,3425,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0039,ZNG-ZONING,ZNG-MALLVN
9416313,43000,2018/05/30 08:00:00+00,4125,,330248000,111 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0038,ZNG-ZONING,ZNG-MALLVN
9416314,42999,2018/05/22 08:00:00+00,2150,,280010000,200 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0037,ZNG-ZONING,ZNG-MALLVN
9416315,42998,2018/04/24 08:00:00+00,3745,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0036,ZNG-ZONING,ZNG-MALLVN
9416316,42997,2018/04/24 08:00:00+00,5487.5,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0035,ZNG-ZONING,ZNG-MALLVN
9416317,42996,2018/04/24 08:00:00+00,7682.5,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0034,ZNG-ZONING,ZNG-MALLVN
9416318,42995,2018/04/20 08:00:00+00,1925,,530068000,520  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0033,ZNG-ZONING,ZNG-MALLVN
9416319,42994,2018/04/20 08:00:00+00,625,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0032,ZNG-ZONING,ZNG-MALLVN
9416320,42993,2018/04/19 08:00:00+00,975,,330231000,103  3RD ST NE,OPEN,0,Downtown Mall Vendor,,VEN18-0031,ZNG-ZONING,ZNG-MALLVN
9416321,42992,2018/04/19 08:00:00+00,3625,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0030,ZNG-ZONING,ZNG-MALLVN
9416322,42991,2018/04/19 08:00:00+00,2275,,530068000,512  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0029,ZNG-ZONING,ZNG-MALLVN
9416323,42990,2018/04/16 08:00:00+00,6245,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0028,ZNG-ZONING,ZNG-MALLVN
9416324,42989,2018/04/10 08:00:00+00,2725,,330266000,201  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0027,ZNG-ZONING,ZNG-MALLVN
9416325,42988,2018/04/09 08:00:00+00,1975,,530062000,421  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0026,ZNG-ZONING,ZNG-MALLVN
9416326,42987,2018/04/09 08:00:00+00,4045,,530059000,401 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0025,ZNG-ZONING,ZNG-MALLVN
9416327,42986,2018/03/29 08:00:00+00,5125,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0024,ZNG-ZONING,ZNG-MALLVN
9416328,42985,2018/03/23 08:00:00+00,2380,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0023,ZNG-ZONING,ZNG-MALLVN
9416329,42984,2018/03/22 08:00:00+00,4055,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0022,ZNG-ZONING,ZNG-MALLVN
9416330,42983,2018/03/22 08:00:00+00,1955,,280060200,400 E WATER ST STE B,OPEN,0,Downtown Mall Vendor,,VEN18-0021,ZNG-ZONING,ZNG-MALLVN
9416331,42982,2018/03/20 08:00:00+00,2095,,280049000,412 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0020,ZNG-ZONING,ZNG-MALLVN
9416332,42981,2018/03/20 08:00:00+00,4125,,530061000,415  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0019,ZNG-ZONING,ZNG-MALLVN
9416333,42980,2018/03/20 08:00:00+00,2025,,330274000,227  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0018,ZNG-ZONING,ZNG-MALLVN
9416334,42979,2018/03/20 08:00:00+00,2380,,330274000,225 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0017,ZNG-ZONING,ZNG-MALLVN
9416335,42978,2018/03/20 08:00:00+00,2095,,280047000,406 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0016,ZNG-ZONING,ZNG-MALLVN
9416336,42977,2018/03/19 08:00:00+00,3525,,280023000,110-112 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0015,ZNG-ZONING,ZNG-MALLVN
9416337,42976,2018/03/19 08:00:00+00,3000,,330260000,119  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0014,ZNG-ZONING,ZNG-MALLVN
9416338,42975,2018/03/19 08:00:00+00,1875,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0013,ZNG-ZONING,ZNG-MALLVN
9416339,42974,2018/03/15 08:00:00+00,2375,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0012,ZNG-ZONING,ZNG-MALLVN
9416340,42973,2018/03/05 10:00:00+00,1340,,280026100,109 2ND ST SE,OPEN,0,Downtown Mall Vendor,,VEN18-0011,ZNG-ZONING,ZNG-MALLVN
9416341,42972,2018/03/05 10:00:00+00,1700,,280016100,108 2ND ST SW,OPEN,0,Downtown Mall Vendor,,VEN18-0010,ZNG-ZONING,ZNG-MALLVN
9416342,42971,2018/03/05 10:00:00+00,6875,,330258000,109 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0009,ZNG-ZONING,ZNG-MALLVN
9416343,42970,2018/03/05 10:00:00+00,6125,,330240100,201  E MAIN ST STE E,OPEN,0,Downtown Mall Vendor,,VEN18-0008,ZNG-ZONING,ZNG-MALLVN
9416345,42968,2018/02/26 10:00:00+00,405,,330220000,119  4TH ST NE,OPEN,0,Downtown Mall Vendor,,VEN18-0006,ZNG-ZONING,ZNG-MALLVN
9416346,42967,2018/02/26 10:00:00+00,405,,330220000,119  4TH ST NE,OPEN,0,Downtown Mall Vendor,,VEN18-0005,ZNG-ZONING,ZNG-MALLVN
9416348,42965,2018/02/26 10:00:00+00,4125,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0003,ZNG-ZONING,ZNG-MALLVN
9416350,42963,2018/02/01 10:00:00+00,2150,,280010000,200 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0001,ZNG-ZONING,ZNG-MALLVN
9416351,42962,2017/11/29 10:00:00+00,625,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0047,ZNG-ZONING,ZNG-MALLVN
9416352,42961,2017/11/27 10:00:00+00,0,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0046,ZNG-ZONING,ZNG-MALLVN
9416353,42960,2017/11/27 10:00:00+00,2125,,280049000,414 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0045,ZNG-ZONING,ZNG-MALLVN
9416355,42958,2017/11/27 10:00:00+00,1925,,530091LH3,100 5TH ST NE 3,OPEN,0,Downtown Mall Vendor,,VEN17-0043,ZNG-ZONING,ZNG-MALLVN
9416356,42957,2017/11/27 10:00:00+00,1925,,530091LH3,100 5TH ST NE 3,OPEN,0,Downtown Mall Vendor,,VEN17-0042,ZNG-ZONING,ZNG-MALLVN
9416357,42956,2017/11/20 10:00:00+00,1955,,330248000,101  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0041,ZNG-ZONING,ZNG-MALLVN
9416358,42955,2017/07/17 08:00:00+00,4045,,530059000,401  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0040,ZNG-ZONING,ZNG-MALLVN
9416359,42954,2017/06/14 08:00:00+00,1340,,280026100,109 2ND ST SE,OPEN,0,Downtown Mall Vendor,,VEN17-0039,ZNG-ZONING,ZNG-MALLVN
9416360,42953,2017/06/14 08:00:00+00,975,,330231000,108  3RD ST NE,OPEN,0,Downtown Mall Vendor,,VEN17-0038,ZNG-ZONING,ZNG-MALLVN
9416361,42952,2017/06/14 08:00:00+00,3625,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0037,ZNG-ZONING,ZNG-MALLVN
9416362,42951,2017/06/08 08:00:00+00,2625,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0036,ZNG-ZONING,ZNG-MALLVN
9416363,42950,2017/05/05 08:00:00+00,6245,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0035,ZNG-ZONING,ZNG-MALLVN
9416364,42949,2017/05/01 08:00:00+00,2274.99,,530068000,512  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0034,ZNG-ZONING,ZNG-MALLVN
9416367,42946,2017/04/25 08:00:00+00,5125,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0031,ZNG-ZONING,ZNG-MALLVN
9416368,42945,2017/04/18 08:00:00+00,4055,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0030,ZNG-ZONING,ZNG-MALLVN
9416369,42944,2017/04/18 08:00:00+00,1925,,530068000,512-520 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0029,ZNG-ZONING,ZNG-MALLVN
9416370,42943,2017/04/17 08:00:00+00,1695,,330274000,225  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0028,ZNG-ZONING,ZNG-MALLVN
9416371,42942,2017/04/17 08:00:00+00,2025,,330274000,227  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0027,ZNG-ZONING,ZNG-MALLVN
9416372,42941,2017/04/17 08:00:00+00,1975,,530062000,421  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0026,ZNG-ZONING,ZNG-MALLVN
9416373,42940,2017/04/07 08:00:00+00,3745,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0025,ZNG-ZONING,ZNG-MALLVN
9416374,42939,2017/04/07 08:00:00+00,3000,,330260000,119 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0024,ZNG-ZONING,ZNG-MALLVN
9416375,42938,2017/04/04 08:00:00+00,1312.5,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0023,ZNG-ZONING,ZNG-MALLVN
9416377,42936,2017/04/04 08:00:00+00,1012.5,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0021,ZNG-ZONING,ZNG-MALLVN
9416378,42935,2017/04/04 08:00:00+00,1700,,280016000,118  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0020,ZNG-ZONING,ZNG-MALLVN
9416379,42934,2017/04/04 08:00:00+00,4125,,530061000,415  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0019,ZNG-ZONING,ZNG-MALLVN
9416380,42933,2017/04/04 08:00:00+00,365,,100007000,1329  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0018,ZNG-ZONING,ZNG-MALLVN
9416381,42932,2017/04/03 08:00:00+00,4125,,280023000,110  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0017,ZNG-ZONING,ZNG-MALLVN
9416382,42931,2017/04/03 08:00:00+00,2770,,330248000,111 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0016,ZNG-ZONING,ZNG-MALLVN
9416383,42930,2017/04/03 08:00:00+00,2375,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0015,ZNG-ZONING,ZNG-MALLVN
9416384,42929,2017/03/31 08:00:00+00,1875,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0014,ZNG-ZONING,ZNG-MALLVN
9416385,42928,2017/03/28 08:00:00+00,4125,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0013,ZNG-ZONING,ZNG-MALLVN
9416386,42927,2017/03/27 08:00:00+00,6125,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0012,ZNG-ZONING,ZNG-MALLVN
9416387,42926,2017/03/27 08:00:00+00,6875,,330258000,109 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0011,ZNG-ZONING,ZNG-MALLVN
9416389,42924,2017/03/16 08:00:00+00,2725,,330266000,201 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0009,ZNG-ZONING,ZNG-MALLVN
9416390,42923,2017/03/10 10:00:00+00,0,,530091LH3,100 5TH ST NE 3,OPEN,0,Downtown Mall Vendor,,VEN17-0008,ZNG-ZONING,ZNG-MALLVN
9416391,42922,2017/02/15 10:00:00+00,975,,330231000,108 3RD ST NE,OPEN,0,Downtown Mall Vendor,,VEN17-0007,ZNG-ZONING,ZNG-MALLVN
9416392,42921,2017/01/26 10:00:00+00,3625,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0006,ZNG-ZONING,ZNG-MALLVN
9416393,42920,2017/01/26 10:00:00+00,2450,,330272000,219-221 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0005,ZNG-ZONING,ZNG-MALLVN
9416394,42919,2017/01/26 10:00:00+00,4125,,280049000,414 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0004,ZNG-ZONING,ZNG-MALLVN
9416395,42918,2017/01/26 10:00:00+00,365,,100007000,1327-29 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0003,ZNG-ZONING,ZNG-MALLVN
9416397,42916,2017/01/11 10:00:00+00,5125,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN17-0001,ZNG-ZONING,ZNG-MALLVN
9416398,42915,2016/08/17 08:00:00+00,2150,,280010000,210-212 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0032,ZNG-ZONING,ZNG-MALLVN
9416399,42914,2016/08/04 08:00:00+00,4045,,530059000,401 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0031,ZNG-ZONING,ZNG-MALLVN
9416400,42913,2016/07/19 08:00:00+00,2625,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0030,ZNG-ZONING,ZNG-MALLVN
9416402,42911,2016/05/18 08:00:00+00,625,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0028,ZNG-ZONING,ZNG-MALLVN
9416403,42910,2016/05/06 08:00:00+00,6585,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0027,ZNG-ZONING,ZNG-MALLVN
9416404,42909,2016/05/05 08:00:00+00,2450,,330272000,219 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0026,ZNG-ZONING,ZNG-MALLVN
9416405,42908,2016/04/08 08:00:00+00,1875,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0025,ZNG-ZONING,ZNG-MALLVN
9416406,42907,2016/04/04 08:00:00+00,4125,,280023000,110 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0024,ZNG-ZONING,ZNG-MALLVN
9416407,42906,2016/04/04 08:00:00+00,4125,,530061000,415 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0023,ZNG-ZONING,ZNG-MALLVN
9416408,42905,2016/03/31 08:00:00+00,3625,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0022,ZNG-ZONING,ZNG-MALLVN
9416409,42904,2016/03/28 08:00:00+00,3950,,530062000,421  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0021,ZNG-ZONING,ZNG-MALLVN
9416410,42903,2016/03/25 08:00:00+00,1700,,280016100,108 2ND ST SW,OPEN,0,Downtown Mall Vendor,,VEN16-0020,ZNG-ZONING,ZNG-MALLVN
9416411,42902,2016/03/23 08:00:00+00,3745,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0019,ZNG-ZONING,ZNG-MALLVN
9416412,42901,2016/03/23 08:00:00+00,2125,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0018,ZNG-ZONING,ZNG-MALLVN
9416413,42900,2016/03/17 08:00:00+00,1340,,280026100,109 2ND ST SE,OPEN,0,Downtown Mall Vendor,,VEN16-0017,ZNG-ZONING,ZNG-MALLVN
9416414,42899,2016/03/16 08:00:00+00,2275,,530068000,512 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0016,ZNG-ZONING,ZNG-MALLVN
9416415,42898,2016/03/16 08:00:00+00,4137.5,,280041000,310 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0015,ZNG-ZONING,ZNG-MALLVN
9416416,42897,2016/03/16 08:00:00+00,6875,,330258000,109 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0014,ZNG-ZONING,ZNG-MALLVN
9416417,42896,2016/03/16 08:00:00+00,2025,,330274000,227 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0013,ZNG-ZONING,ZNG-MALLVN
9416418,42895,2016/03/15 08:00:00+00,1925,,530068000,520 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0012,ZNG-ZONING,ZNG-MALLVN
9416419,42894,2016/03/15 08:00:00+00,2725,,330266000,201  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0011,ZNG-ZONING,ZNG-MALLVN
9416420,42893,2016/03/11 10:00:00+00,6245,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0010,ZNG-ZONING,ZNG-MALLVN
9416421,42892,2016/03/11 10:00:00+00,4055,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0009,ZNG-ZONING,ZNG-MALLVN
9416422,42891,2016/03/11 10:00:00+00,3000,,330260000,119 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0008,ZNG-ZONING,ZNG-MALLVN
9416424,42889,2016/03/11 10:00:00+00,2625,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0006,ZNG-ZONING,ZNG-MALLVN
9416425,42888,2016/03/10 10:00:00+00,1527.5,,280060200,400 E WATER ST STE B,OPEN,0,Downtown Mall Vendor,,VEN16-0005,ZNG-ZONING,ZNG-MALLVN
9416427,42886,2016/03/04 10:00:00+00,6125,,330240100,201 E MAIN ST STE E,OPEN,0,Downtown Mall Vendor,,VEN16-0003,ZNG-ZONING,ZNG-MALLVN
9416428,42885,2016/03/04 10:00:00+00,1375,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN16-0002,ZNG-ZONING,ZNG-MALLVN
9416429,42884,2016/03/02 10:00:00+00,4125,,280026000,120 E MAIN UNIT A,OPEN,0,Downtown Mall Vendor,,VEN16-0001,ZNG-ZONING,ZNG-MALLVN
9416430,42883,2015/10/14 08:00:00+00,427.5,,330248000,101-111 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0049,ZNG-ZONING,ZNG-MALLVN
9416431,42882,2015/10/14 08:00:00+00,1955,,330248000,101-111 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0048,ZNG-ZONING,ZNG-MALLVN
9416433,42880,2015/09/21 08:00:00+00,1395,,330274000,225  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0046,ZNG-ZONING,ZNG-MALLVN
9416434,42879,2015/09/17 08:00:00+00,5125,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0045,ZNG-ZONING,ZNG-MALLVN
9416435,42878,2015/09/17 08:00:00+00,1875,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0044,ZNG-ZONING,ZNG-MALLVN
9416436,42877,2015/09/17 08:00:00+00,1875,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0043,ZNG-ZONING,ZNG-MALLVN
9416437,42876,2015/08/18 08:00:00+00,2625,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0042,ZNG-ZONING,ZNG-MALLVN
9416438,42875,2015/06/18 08:00:00+00,975,,330231000,108 3RD ST NE,OPEN,0,Downtown Mall Vendor,,VEN15-0041,ZNG-ZONING,ZNG-MALLVN
9416439,42874,2015/06/18 08:00:00+00,3625,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0040,ZNG-ZONING,ZNG-MALLVN
9416440,42873,2015/06/18 08:00:00+00,3625,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0039,ZNG-ZONING,ZNG-MALLVN
9416442,42871,2015/04/09 08:00:00+00,6245,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0037,ZNG-ZONING,ZNG-MALLVN
9416443,42870,2015/04/02 08:00:00+00,1375,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0036,ZNG-ZONING,ZNG-MALLVN
9416449,42864,2015/03/25 08:00:00+00,4055,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0030,ZNG-ZONING,ZNG-MALLVN
9416450,42863,2015/03/23 08:00:00+00,1700,,280016000,118-120 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0029,ZNG-ZONING,ZNG-MALLVN
9416451,42862,2015/03/23 08:00:00+00,3625,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0028,ZNG-ZONING,ZNG-MALLVN
9416452,42861,2015/03/23 08:00:00+00,3625,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0027,ZNG-ZONING,ZNG-MALLVN
9416453,42860,2015/03/23 08:00:00+00,1225,,330272000,219-221 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0026,ZNG-ZONING,ZNG-MALLVN
9416454,42859,2015/03/23 08:00:00+00,625,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0025,ZNG-ZONING,ZNG-MALLVN
9416455,42858,2015/03/20 08:00:00+00,6585,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0024,ZNG-ZONING,ZNG-MALLVN
9416456,42857,2015/03/20 08:00:00+00,6585,,330231000,303  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0023,ZNG-ZONING,ZNG-MALLVN
9416457,42856,2015/03/18 08:00:00+00,4125,,530061000,415  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0022,ZNG-ZONING,ZNG-MALLVN
9416458,42855,2015/03/18 08:00:00+00,2262.5,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0021,ZNG-ZONING,ZNG-MALLVN
9416459,42854,2015/03/17 08:00:00+00,3745,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0020,ZNG-ZONING,ZNG-MALLVN
9416460,42853,2015/03/17 08:00:00+00,1700,,280016000,118-120 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0019,ZNG-ZONING,ZNG-MALLVN
9416461,42852,2015/03/17 08:00:00+00,2625,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0018,ZNG-ZONING,ZNG-MALLVN
9416462,42851,2015/03/17 08:00:00+00,1070,,530091LH3,100 5TH ST NE 3,OPEN,0,Downtown Mall Vendor,,VEN15-0017,ZNG-ZONING,ZNG-MALLVN
9416463,42850,2015/03/17 08:00:00+00,1925,,530091LH3,100 5TH ST NE 3,OPEN,0,Downtown Mall Vendor,,VEN15-0016,ZNG-ZONING,ZNG-MALLVN
9416464,42849,2015/03/17 08:00:00+00,2025,,330274000,225-227 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0015,ZNG-ZONING,ZNG-MALLVN
9416465,42848,2015/03/17 08:00:00+00,3800,,530059000,401-07 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0014,ZNG-ZONING,ZNG-MALLVN
9416466,42847,2015/03/17 08:00:00+00,3000,,330260000,117-119 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0013,ZNG-ZONING,ZNG-MALLVN
9416467,42846,2015/03/17 08:00:00+00,3000,,330260000,117-119 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0012,ZNG-ZONING,ZNG-MALLVN
9416468,42845,2015/03/17 08:00:00+00,2725,,330266000,201-207 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0011,ZNG-ZONING,ZNG-MALLVN
9416469,42844,2015/03/17 08:00:00+00,2275.02,,530068000,512  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0010,ZNG-ZONING,ZNG-MALLVN
9416470,42843,2015/03/16 08:00:00+00,1925,,530068000,520  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0009,ZNG-ZONING,ZNG-MALLVN
9416471,42842,2015/03/13 08:00:00+00,4125,,280023000,110-112 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0008,ZNG-ZONING,ZNG-MALLVN
9416472,42841,2015/03/13 08:00:00+00,2125,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0007,ZNG-ZONING,ZNG-MALLVN
9416473,42840,2015/03/13 08:00:00+00,2025,,330274000,225-227 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN15-0006,ZNG-ZONING,ZNG-MALLVN
